score,sentence1,sentence2
4.1,هیچ بچه کوچکی وجود ندارد که فوتبال بازی کند و در چمن بیفتد,بچه کوچک در حال بازی فوتبال است و در چمن می افتد
3.9,مردی با وسایلی که برای کوهنوردی استفاده می شود از صخره ای سفید و عمودی معلق است.,مردی با تجهیزات مورد استفاده برای کوهنوردی در زیر یک سنگ سفید و عمودی قرار دارد
4.085,زنی با دم اسبی در حال بالا رفتن از دیواره سنگی است,زنی با دم اسبی در حال بالا رفتن از دیواری از سنگ است
2.9,زنی با دم اسبی در حال بالا رفتن از دیواری از سنگ است,زنی در حال ردیابی اسبی در نزدیکی دیواره صخره نوردی است
1.8,زنی در حال ردیابی اسبی در نزدیکی دیواره صخره نوردی است,مردی با وسایلی که برای کوهنوردی استفاده می شود از صخره ای سفید و عمودی معلق است.
1.8,زنی با دم اسبی در حال بالا رفتن از دیواری از سنگ است,تجهیزات کوهنوردی برای نجات یک مرد از یک سنگ سفید و عمودی معلق است
2.7,مردی با وسایلی که برای کوهنوردی استفاده می شود از صخره ای سفید و عمودی معلق است.,زنی با دم اسبی در حال بالا رفتن از دیواری از سنگ است
3.7,یک سگ سفید و یک سیاه هم کنار هم روی چمن ها نشسته اند,یک سگ سفید و یک سگ سیاه در کنار هم روی چمن ها می دوند
4.4,یک سگ سفید و یک سگ سیاه با شادی در کنار هم روی چمن ها می دوند,یک سگ سیاه و سفید با خوشحالی روی چمن ها می دوند
4.115,یک سگ سفید و یک سیاه هم کنار هم روی چمن ها نشسته اند,یک سگ سیاه و سفید با خوشحالی روی چمن ها می دوند
2.3,یک فرد سیاه پوست سفید با خوشحالی با سگ روی چمن ها می دود,یک سگ سفید و یک سگ سیاه در کنار هم روی چمن ها می دوند
3.9,بسیاری از افراد در پارک یخی در حال اسکیت هستند,بسیاری از مردم در پارک اسکیت روی یخ هستند
4.9,پیست اسکیت روی یخ که در فضای باز قرار گرفته مملو از جمعیت است,یک زمین اسکیت روی یخ که در فضای باز قرار گرفته مملو از جمعیت است
3.6,یک زمین اسکیت روی یخ که در فضای باز قرار گرفته خالی است,یک زمین اسکیت روی یخ که در فضای باز قرار گرفته مملو از جمعیت است
4,یک زمین اسکیت روی یخ که در فضای باز قرار گرفته مملو از جمعیت است,یک اسکیت باز یخ در فضای باز در حال اجرای روی یک پیست پر از جمعیت است
4.2,پیست اسکیت روی یخ که در فضای باز قرار گرفته مملو از جمعیت است,بسیاری از مردم در پارک اسکیت روی یخ هستند
3.5,بسیاری از مردم در پارک اسکیت روی یخ هستند,یک اسکیت باز یخ در فضای باز در حال اجرای روی یک پیست پر از جمعیت است
3.6,یک زمین اسکیت روی یخ که در فضای باز قرار گرفته مملو از جمعیت است,در پارک اسکیت روی یخ افراد زیادی وجود ندارند
4.5,یک زمین اسکیت روی یخ که در فضای باز قرار گرفته مملو از جمعیت است,بسیاری از مردم در پارک اسکیت روی یخ هستند
3.4,دختری با لباس متحدالشکل ، آبی رنگ ، دست خود را پایین می اندازد,دختری با لباس یکدست که آبی رنگ است ، دست خود را بالا می آورد.
3.3,دختری با بازوی خود لباس آبی را بالا می آورد,دختری با لباس یکدست که آبی رنگ است ، دست خود را بالا می آورد.
4.9,دختری با لباس آبی و سفید تشویق می کند,برخی از تشویق ها توسط دختری با لباس آبی و سفید انجام می شود
4.1,دختری با لباس آبی و سفید تشویق نمی کند,دختری با لباس آبی و سفید تشویق می کند
4.2,برخی از تشویق ها توسط دختری با لباس آبی و سفید انجام می شود,دختری با لباس یکدست که آبی رنگ است ، دست خود را بالا می آورد.
3.4,دختری با لباس آبی و سفید تشویق می کند,دختری با لباس متحدالشکل ، آبی رنگ ، دست خود را پایین می اندازد
3.2,دختری با بازوی خود لباس آبی را بالا می آورد,دختری با لباس آبی و سفید تشویق می کند
3.3,دختری با لباس یکدست که آبی رنگ است ، دست خود را بالا می آورد.,دختری با لباس آبی و سفید تشویق می کند
4.8,مردم در ساحلی پر از شن و ماسه در كنار اقیانوس هستند و از یك روز آفتابی لذت می برند,مردم در یک ساحل پر از شن و ماسه در کنار اقیانوس هستند و از یک روز پر از آفتاب لذت می برند
2.9,مردم از ساحلی پر از شن و ماسه در كنار اقیانوس فاصله دارند و از روز آفتابی رنج می برند,مردم در ساحلی پر از شن و ماسه در كنار اقیانوس هستند و از یك روز آفتابی لذت می برند
2.8,مردم از ساحلی پر از شن و ماسه در كنار اقیانوس فاصله دارند و از روز آفتابی رنج می برند,دسته ای از مردم در ساحل هستند
3.8,مردم در ساحلی پر از شن و ماسه در كنار اقیانوس هستند و از یك روز آفتابی لذت می برند,دسته ای از مردم در ساحل هستند
3.5,مردی با لباس بلند آبی با شجاعت مشغول اجرای چرخ چرخ در موتورسیکلت است,این مرد در حال پیاده شدن از یک موتور سیکلت بر روی زمین است که بیشتر بی حاصل است
